Date,Open,High,Low,Close,Adj Close,Volume,MA_7,MA_30,Volatility_7,Target_30
2012-02-14,72.094284,72.794289,71.714287,72.779999,62.892056,115099600,69.55367385714285,63.5746666,2.4702459035467945,88.23143
2012-02-15,73.465714,75.184288,70.984283,71.095711,61.4366,376530000,70.24142900000001,63.98628553333333,2.0400941544910562,87.122856
2012-02-16,70.214287,72.127144,69.51857,71.744286,61.997032,236138000,70.92265328571429,64.40899976666667,1.4898063088358704,85.650002
2012-02-17,71.872856,72.538574,71.471428,71.73143,61.985954,133951300,71.44183685714286,64.8094284,0.826730373431421,88.375717
2012-02-21,72.41143,73.550003,72.017143,73.550003,63.557446,151398800,71.88428614285714,65.2496666,1.016272139991248,89.902855
2012-02-22,73.297142,73.641426,72.724289,73.291428,63.334015,120825600,72.28469428571428,65.6844761,0.922550364947887,89.187141
2012-02-23,73.582855,73.975716,72.785713,73.769997,63.747555,142006900,72.566122,66.12804746666667,1.0427034299704985,90.525711
2012-02-24,74.238571,74.699997,74.091431,74.629997,64.49073,103768000,72.83040742857143,66.6035712,1.3069233455870801,90.889999
2012-02-27,74.472855,75.5,73.754288,75.108574,64.904282,136895500,73.40367357142857,67.10057133333333,1.2992770118733385,89.777145
2012-02-28,75.422859,76.487144,75.121429,76.487144,66.095551,150096800,74.08122471428571,67.65104753333334,1.5093827896885907,89.457146
2012-02-29,77.365715,78.230003,76.528572,77.491432,66.963387,238002800,74.90408214285715,68.2117143,1.5831264706699877,88.96714
2012-03-01,78.309998,78.315712,76.96714,77.781425,67.213989,170817500,75.508571,68.76104746666667,1.776018988091869,86.461426
2012-03-02,77.748573,78.114288,77.502853,77.882858,67.301636,107928100,76.16448957142858,69.32023796666667,1.6651012054268084,82.875717
2012-03-05,77.917145,78.211426,75.14286,76.165718,65.817802,202281100,76.50673542857143,69.85766663333334,1.2962672945276923,87.099998
2012-03-06,74.808571,76.241432,73.745712,75.751427,65.459801,202559700,76.66693971428572,70.34742849999999,1.0763007010154868,86.905716
2012-03-07,76.685715,76.825714,74.757141,75.812859,65.512878,199630200,76.76755185714286,70.87257143333333,0.9292138019189485,83.919998
2012-03-08,76.384285,77.57,76.017143,77.427139,66.907837,129114300,76.90183685714285,71.3265237,0.949634064798996,81.854286
2012-03-09,77.744286,78.248573,77.587143,77.881432,67.300438,104729800,76.95755114285714,71.80528576666667,1.0000903944277566,81.671425
2012-03-12,78.425713,78.85714,78.14286,78.85714,68.143532,101820600,77.11122471428573,72.3039523,1.2086801003552439,80.040001
2012-03-13,79.648575,81.168571,79.39286,81.157143,70.13105,172713800,77.57897971428572,72.85199993333332,1.9582270542869742,87.14286
2012-03-14,82.578575,84.959999,82.199997,84.225716,72.782761,354711000,78.73040800000001,73.4858096,3.0525727967190055,86.814285
2012-03-15,85.658569,85.715714,82.650002,83.651428,72.286484,289929500,79.85897957142858,74.10185726666667,3.2232384743400333,86.14286
2012-03-16,83.531425,84.171425,82.571426,83.652855,72.287727,206371900,80.978979,74.72304766666667,2.931927853357858,83.425713
2012-03-19,85.48143,85.96714,84.150002,85.871429,74.204872,225309000,82.18530614285714,75.39647626666667,2.96398180975966,83.16143
2012-03-20,85.644287,86.699997,84.497147,86.565712,74.804832,204165500,83.42591757142857,76.07261916666667,2.664643028948407,83.711426
2012-03-21,86.105713,87.092857,85.915718,86.071426,74.377708,161010500,84.45652985714287,76.70914283333333,1.8837811883964195,83.117142
2012-03-22,85.397141,86.35714,85.075714,85.620003,73.98761,155967700,85.0940812857143,77.29323810000001,1.218893128148511,80.75
2012-03-23,85.784286,85.971428,84.914284,85.150002,73.581444,107622200,85.22612214285714,77.7831429,1.1576720957920559,81.354286
2012-03-26,85.684288,86.735718,85.03714,86.711426,74.930763,148935500,85.6632647142857,78.32390473333335,1.0352164506728398,81.168571
2012-03-27,86.597145,88.040001,86.580002,87.78286,75.856613,151782400,86.25326542857144,78.85666663333333,0.8606460416828748,81.311432
2012-03-28,88.339996,88.778572,87.187141,88.23143,76.244255,163865100,86.59040842857144,79.37171433333333,1.1117514598382179,81.502853
2012-03-29,87.540001,88.080002,86.747147,87.122856,75.286285,152059600,86.67000042857144,79.9059525,1.1294906040779664,80.958572
2012-03-30,86.96714,87.222855,85.419998,85.650002,74.013542,182759500,86.60979699999999,80.36947636666667,1.1769472110980415,79.745712
2012-04-02,85.975716,88.395714,85.76857,88.375717,76.368927,149587900,87.00347042857142,80.92428593333334,1.2493437164961458,79.024284
2012-04-03,89.614288,90.315712,88.93,89.902855,77.688583,208639900,87.68244942857143,81.46938099999998,1.3607079426981146,78.011429
2012-04-04,89.192856,89.408569,88.14286,89.187141,77.070114,143245200,88.036123,81.9992381,1.387730274725284,75.73143
2012-04-05,89.568573,90.665718,89.057144,90.525711,78.22683,160324500,88.42795885714285,82.5577619,1.6640277833372423,75.76857
2012-04-09,89.447144,91.405716,89.328575,90.889999,78.541626,149384200,88.80775442857143,83.09976196666666,1.898562444022776,80.182854
2012-04-10,91.418571,92.0,89.428574,89.777145,77.579979,222431300,89.18693857142857,83.58871433333334,1.766427995944283,79.567146
2012-04-11,90.885712,90.98143,89.048569,89.457146,77.303429,174153700,89.73081628571428,84.02104773333333,0.838061071422618,81.508568
2012-04-12,89.285713,90.190002,88.64286,88.96714,76.88002,153584200,89.81530528571429,84.40357133333333,0.6965410748807459,80.760002
2012-04-13,89.158569,89.242859,86.215714,86.461426,74.714745,214911200,89.32367257142857,84.69290470000001,1.4410608964900606,80.327141
2012-04-16,87.151428,87.182854,82.60714,82.875717,71.616173,262696700,88.42204057142855,84.85933333333334,2.838040620495899,81.752853
2012-04-17,82.705711,87.14286,81.701431,87.099998,75.266533,256382000,87.93265299999999,85.22380933333334,2.707172981317434,82.738571
2012-04-18,87.674286,88.60714,86.101425,86.905716,75.098648,238632800,87.3634697142857,85.59561896666666,2.380953249357218,82.53286
2012-04-19,85.745712,86.389999,83.502853,83.919998,72.518593,208679800,86.52673442857143,85.86585693333333,2.4202072138369473,80.141426
2012-04-20,84.482857,84.945717,81.488571,81.854286,70.733521,257746300,85.44061157142858,86.0134285,2.5862211835510887,80.612854
2012-04-23,81.515717,82.381432,79.517143,81.671425,70.575485,241632300,84.39836657142858,86.1397616,2.390874394931353,80.404289
2012-04-24,80.372856,81.098572,79.285713,80.040001,69.165718,269037300,83.48102014285715,86.1791903,2.6816085717449827,81.637146
2012-04-25,87.94857,88.285713,86.571426,87.14286,75.303566,226444400,84.090612,86.3787142,2.9885227903564746,81.674286
2012-04-26,87.752853,87.812859,86.01857,86.814285,75.019646,134017100,84.04979585714285,86.46499983333335,2.942163025796642,82.902855
2012-04-27,86.438568,86.597145,85.785713,86.14286,74.43943,101680600,83.94081642857142,86.54804756666667,2.830766729320402,81.595711
2012-04-30,85.400002,85.485718,83.285713,83.425713,72.091446,126536200,83.8702042857143,86.54047616666666,2.8375293615834667,82.308571
2012-05-01,83.557144,85.251427,83.03286,83.16143,71.863052,152749800,84.05693914285715,86.45014286666667,2.7234715093178763,81.737144
2012-05-02,82.891426,83.914284,82.694283,83.711426,72.338333,106847300,84.34836785714286,86.355,2.527777980425405,81.647141
2012-05-03,84.35714,84.485718,82.900002,83.117142,71.824791,97637400,84.78795942857143,86.25652386666667,1.8229635212026898,82.01857
2012-05-04,82.440002,82.622856,80.738571,80.75,69.779243,132498100,83.87469371428571,86.09419043333334,2.035532517920047,83.682854
2012-05-07,80.214287,81.824287,80.175713,81.354286,70.301445,115029600,83.09469385714286,85.96766656666667,1.7470363222823329,83.915718
2012-05-08,81.368568,81.64286,79.818573,81.168571,70.140945,124313000,82.38408114285714,85.78290473333332,1.2380532357063914,83.677139
2012-05-09,80.528572,81.997147,80.121429,81.311432,70.264397,120176000,82.082041,85.56719046666667,1.1988631009721549,82.524284
2012-05-10,82.082855,82.26857,81.205711,81.502853,70.429832,83300000,81.84510142857143,85.34290456666668,1.1106328535041825,83.157143
2012-05-11,80.714287,82.067146,80.621429,80.958572,69.959488,99886500,81.45183657142857,85.13742843333334,0.7768738956502581,81.538574
2012-05-14,80.367142,81.072861,79.657143,79.745712,68.911415,88156600,80.97020371428572,84.94061876666666,0.5965212650166368,81.718575
2012-05-15,80.207146,80.459999,78.821426,79.024284,68.287987,119084000,80.72367285714286,84.62890433333334,0.952863870278925,82.071426
2012-05-16,79.150002,79.555717,77.291428,78.011429,67.412743,140224000,80.24612185714285,84.23252346666668,1.3422559637388622,81.292854
2012-05-17,77.901428,78.214287,75.73143,75.73143,65.442513,179305000,79.46938742857142,83.78399976666667,2.086393298224298,83.428574
2012-05-18,76.279999,77.629997,74.597145,75.76857,65.474609,183073100,78.67755,83.29209506666668,2.310559016512864,84.645714
2012-05-21,76.35714,80.220001,76.292854,80.182854,69.289162,157776500,78.48897871428572,82.93519023333333,2.0843379042583554,85.629997
2012-05-22,81.364288,81.982857,78.940002,79.567146,68.757088,173717600,78.29020357142858,82.59485693333335,1.8643032564465294,87.134285
2012-05-23,79.64286,81.828575,79.03286,81.508568,70.434761,146224400,78.54204014285713,82.32990433333333,2.185145799501417,86.554283
2012-05-24,82.267143,82.35714,80.175713,80.760002,69.78791,124057500,78.78999985714286,82.05633306666667,2.341850426233506,87.69857
2012-05-25,80.655716,80.835716,79.781425,80.327141,69.413841,82126800,79.12081585714284,81.8518569,2.376837403132595,86.887146
2012-05-29,81.557144,82.0,80.758568,81.752853,70.645882,95127200,79.98101914285714,81.8144281,2.0064965914534247,86.347145
2012-05-30,81.314285,82.855713,80.937141,82.738571,71.497665,132357400,80.97673357142857,81.6690472,1.085925513859243,85.557144
2012-05-31,82.96286,83.071426,81.637146,82.53286,71.319878,122918600,81.31244871428571,81.52328533333333,1.160298626623387,86.424286
2012-06-01,81.308571,81.807144,80.074287,80.141426,69.253372,130246900,81.39448871428571,81.39733293333333,1.0292275517222245,86.701431
2012-06-04,80.214287,81.071426,78.35714,80.612854,69.660744,139248900,81.26652957142856,81.35595186666666,1.0676438284689436,86.705711
2012-06-05,80.181427,80.924286,79.761429,80.404289,69.480499,97053600,81.21571342857143,81.31371399999999,1.1036298237016862,86.608574
2012-06-06,81.110001,81.978569,80.785713,81.637146,70.545883,100363900,81.40285700000001,81.36695216666666,1.0368926466239805,87.760002
2012-06-07,82.470001,82.474289,81.5,81.674286,70.577957,94941700,81.39163314285715,81.18466636666668,1.0328901878530088,86.328575
